date;vendor;category;amount
2025-12-30;Copperfield Repairs;software;4878.00
2025-07-19;Delta Facilities;telecom;1500.00
2025-12-10;Northwind Supplies;logistics;5185.99
2025-10-11;Harbor Logistics;training;8514.00
2025-04-20;Harbor Logistics;telecom;3075.00
2025-06-29;Copperfield Repairs;repairs;4722.00
2025-11-13;Harbor Logistics;training;4634.00
2025-04-23;Delta Facilities;software;4522.00
2025-02-25;Beacon Print Co;logistics;4606.00
2025-10-27;Kestrel Software;rent;8471.99
2025-01-29;Larkspur Media;repairs;2439.00
2025-02-26;Harbor Logistics;stationery;4436.00
2025-03-29;Kestrel Software;logistics;2963.99
2025-12-13;Harbor Logistics;repairs;8479.00
2025-11-22;Granite Works Ltd;travel;4533.50
2025-06-07;Kestrel Software;training;5283.50
2025-04-02;Beacon Print Co;stationery;4577.00
2025-10-01;Larkspur Media;travel;750.00
2025-02-16;Beacon Print Co;travel;4000.00
2025-08-30;Kestrel Software;rent;4653.00
2025-11-12;Copperfield Repairs;stationery;750.50
2025-07-05;Copperfield Repairs;rent;2172.99
2025-02-06;Beacon Print Co;software;100.00
2025-01-30;Beacon Print Co;travel;4829.00
2025-10-02;Delta Facilities;telecom;2000.00
2025-03-28;Copperfield Repairs;travel;750.99
2025-01-03;Delta Facilities;repairs;9289.00
2025-01-10;Granite Works Ltd;telecom;4952.00
